Season,Garden,Variety,Clump,Ear,Condition,Rows,Ear weight,Cob weight,Kernel weight
2019,MCG,Hopi Blue,17,2,Partial,10,68.6,21.68333971803943,46.91666028196056
2019,MCG,Hopi Blue,17,2,Sparse,16,82.2,43.9,38.3
2019,MCG,Hopi Blue,17,2,Sparse,NA,1.5,0.5,1
2019,MCG,Hopi Blue,17,2,Sparse,14,9.5,5.7,3.8
2019,MCG,Hopi Blue,18,1,Full,10,67.2,11.2,56
2019,MCG,Hopi Blue,18,1,Full,14,176.2,46.7,129.5
2019,MCG,Hopi Blue,18,1,Full,14,187.2,38.7,148.5
2019,MCG,Hopi Blue,18,1,Full,14,133.1,29.5,103.6
2019,MCG,Hopi Blue,18,1,Full,12,162.3,29.1,133.20000000000002
2019,MCG,Hopi Blue,18,1,Partial,14,56.1,13.1,43
2019,MCG,Hopi Blue,18,1,Partial,12,69.7,27.5,42.2
2019,MCG,Hopi Blue,18,1,Sparse,14,36.5,33.5,3
2019,MCG,Hopi Blue,18,2,Full,12,150.2,44,106.2
2019,MCG,Hopi Blue,18,2,Full,12,65,12.7,52.3
2019,MCG,Hopi Blue,18,2,Full,12,169.8,30.8,139
2019,MCG,Hopi Blue,18,2,Immature,NA,0.8,0.8,0
2019,MCG,Hopi Blue,18,2,Sparse,NA,3.9,2.7,1.1999999999999995
2019,MCG,Hopi Blue,18,2,Sparse,NA,2.2,2.1,0.10000000000000007
2019,MCG,Hopi Blue,19,1,Full,16,141.5,23.9,117.6
2019,MCG,Hopi Blue,19,1,Full,14,184.8,34.8,150
2019,MCG,Hopi Blue,19,1,Full,12,88.2,23,65.2
2019,MCG,Hopi Blue,19,1,Partial,14,49.8,11.9,37.9
2019,MCG,Hopi Blue,19,1,Partial,12,96,24.5,71.5
2019,MCG,Hopi Blue,19,1,Sparse,16,81.8,50.8,31
2019,MCG,Hopi Blue,19,1,Sparse,12,31.8,28.5,3.3000000000000007
2019,MCG,Hopi Blue,19,1,Sparse,14,16.2,10.3,5.899999999999999
2019,MCG,Hopi Blue,19,1,Sparse,NA,5.8,4.5,1.2999999999999998
2019,MCG,Hopi Blue,19,1,Sparse,14,13.1,11,2.0999999999999996
2019,MCG,Hopi Blue,19,2,Full,14,204.3,38.5,165.8
2019,MCG,Hopi Blue,19,2,Full,12,207.4,36.8,170.60000000000002
2019,MCG,Hopi Blue,19,2,Full,14,123.1,31.3,91.8
2019,MCG,Hopi Blue,19,2,Immature,10,5.7,5.7,0
2019,MCG,Hopi Blue,19,2,Sparse,16,68.1,29.3,38.8
2019,MCG,Hopi Blue,19,2,Sparse,16,60.4,38.9,21.5
2019,MCG,Hopi Blue,19,3,Immature,12,0.7,0.7,0
2019,MCG,Hopi Blue,20,1,Full,14,191.3,48.9,142.4
2019,MCG,Hopi Blue,20,1,Full,16,148.2,41.4,106.79999999999998
2019,MCG,Hopi Blue,20,1,Full,14,88.5,26.7,61.8
2019,MCG,Hopi Blue,20,1,Partial,14,59.5,36.8,22.700000000000003
2019,MCG,Hopi Blue,20,1,Sparse,NA,11.9,6.6,5.300000000000001
2019,MCG,Hopi Blue,20,1,Sparse,12,42.7,30.7,12.000000000000004
2019,MCG,Hopi Blue,20,1,Sparse,NA,37.5,34.5,3
2019,MCG,Hopi Blue,20,2,Full,12,160.2,37.3,122.9
2019,MCG,Hopi Blue,20,2,Full,14,189.7,44.8,144.89999999999998
2019,MCG,Hopi Blue,20,2,Immature,NA,2.8,2.8,0
2019,MCG,Hopi Blue,20,2,Partial,14,115.9,59.8,56.10000000000001
2019,MCG,Hopi Blue,20,3,Sparse,NA,69.1,52.2,16.89999999999999
2019,MCG,Hopi Blue,20,4,Immature,NA,0.1,0.1,0
2019,MCG,Hopi Blue,21,1,Full,14,178.8,39.6273273078973,139.1726726921027
2019,MCG,Hopi Blue,21,1,Full,12,98.5,31.6,66.9
2019,MCG,Hopi Blue,21,1,Full,14,119.1,23.2,95.9
2019,MCG,Hopi Blue,21,1,Immature,NA,0.3,0.3,0
2019,MCG,Hopi Blue,21,1,Partial,12,55.7,10.5,45.2
2019,MCG,Hopi Blue,21,1,Partial,14,71.4,30.2,41.2
2019,MCG,Hopi Blue,21,1,Partial,12,91.6,21,70.6
2019,MCG,Hopi Blue,21,2,Full,12,149.8,22.5,127.3
2019,MCG,Hopi Blue,21,2,Full,14,148.9,49.9,99
2019,MCG,Hopi Blue,21,2,Full,12,144.5,28.2,116.3
2019,MCG,Hopi Blue,21,2,Full,12,128.3,28.9,99.4
2019,MCG,Hopi Blue,21,2,Sparse,14,60.7,27.5,33.2
2019,MCG,Hopi Blue,21,3,Full,12,112.2,15.2,97
2019,MCG,Hopi Blue,21,3,Full,12,157.5,29.1,128.4
2019,MCG,Hopi Blue,22,1,Full,18,179.5,37.8,141.7
2019,MCG,Hopi Blue,22,1,Full,14,169.5,29.4,140.1
2019,MCG,Hopi Blue,22,1,Full,16,158.7,45.2,113.5
2019,MCG,Hopi Blue,22,1,Full,18,50.1,25.7,24.4
2019,MCG,Hopi Blue,22,1,Immature,NA,0.7,0.7,0
2019,MCG,Hopi Blue,22,1,Immature,NA,0.3,0.3,0
2019,MCG,Hopi Blue,22,1,Immature,NA,0.2,0.2,0
2019,MCG,Hopi Blue,22,1,Immature,NA,0.5,0.5,0
2019,MCG,Hopi Blue,22,2,Full,18,182.1,40.4,141.7
2019,MCG,Hopi Blue,22,2,Full,12,199.6,50.6,149
2019,MCG,Hopi Blue,22,2,Full,14,152.5,41.8,110.7
2019,MCG,Hopi Blue,22,2,Partial,14,78.9,16.5,62.400000000000006
2019,MCG,Hopi Blue,22,2,Sparse,NA,4.5,2.4,2.1
2019,MCG,Hopi Blue,22,3,Full,14,207.8,35.9,171.9
2019,MCG,Hopi Blue,22,3,Immature,NA,0.1,0.1,0
2019,MCG,Hopi Blue,23,1,Full,12,133.5,32.1,101.4
2019,MCG,Hopi Blue,23,1,Full,12,137.9,35.3,102.6
2019,MCG,Hopi Blue,23,1,Full,12,183.3,45.6,137.70000000000002
2019,MCG,Hopi Blue,23,1,Full,14,104.4,13,91.4
2019,MCG,Hopi Blue,23,1,Immature,NA,1.3,1.3,0
2019,MCG,Hopi Blue,23,1,Partial,14,63.9,27.3,36.599999999999994
2019,MCG,Hopi Blue,23,1,Partial,16,98.6,37.1,61.49999999999999
2019,MCG,Hopi Blue,23,1,Partial,14,71.4,15.5,55.900000000000006
2019,MCG,Hopi Blue,23,1,Sparse,12,29.5,17.1,12.4
2019,MCG,Hopi Blue,23,2,Full,14,111.6,22.5,89.1
2019,MCG,Hopi Blue,23,2,Full,16,194.1,41.3,152.8
2019,MCG,Hopi Blue,23,2,Full,14,140.2,35.9,104.29999999999998
2019,MCG,Hopi Blue,23,2,Full,14,209.4,49.4,160
2019,MCG,Hopi Blue,23,2,Full,16,185.5,27.5,158
2019,MCG,Hopi Blue,23,2,Immature,NA,0.7,0.7,0
2019,MCG,Hopi Blue,23,3,Full,16,205.1,34.5,170.6
2019,MCG,Hopi Blue,23,3,Full,18,243.7,60.7,183
2019,MCG,Hopi Blue,23,3,Immature,NA,1.3,1.3,0
2019,MCG,Hopi Blue,23,4,Immature,NA,0.1,0.1,0
2019,MCG,Hopi Blue,24,1,Full,18,149.5,25.3,124.2
2019,MCG,Hopi Blue,24,1,Full,16,212.7,35.3,177.39999999999998
2019,MCG,Hopi Blue,24,1,Full,14,111.6,24.73383516533187,86.86616483466813
2019,MCG,Hopi Blue,24,1,Full,10,30.6,14.6,16
2019,MCG,Hopi Blue,24,1,Full,16,179,46.5,132.5
2019,MCG,Hopi Blue,24,1,Full,14,76.5,30.2,46.3
2019,MCG,Hopi Blue,24,1,Full,17,163.4,36.2,127.2
2019,MCG,Hopi Blue,24,1,Partial,16,180.6,59.9,120.7
2019,MCG,Hopi Blue,24,1,Sparse,14,46.8,35,11.799999999999995
2019,MCG,Hopi Blue,24,1,Sparse,12,8.3,5.3,3.000000000000001
2019,MCG,Hopi Blue,24,1,Sparse,10,9.6,3.5,6.1
2019,MCG,Hopi Blue,24,2,Full,12,144.4,18,126.4
2019,MCG,Hopi Blue,24,2,Full,16,157.3,38.4,118.9
2019,MCG,Hopi Blue,24,2,Immature,NA,3.3,3.3,0
2019,MCG,Hopi Blue,24,2,Partial,12,13.8,4.361954637156621,9.43804536284338
2019,MCG,Hopi Blue,24,2,Partial,16,106.9,20.1,86.80000000000001
2019,MCG,Hopi Blue,24,3,Sparse,NA,44.3,30.4,13.9
2019,MCG,Hopi Blue,24,4,Sparse,NA,3.5,2.1663098828750176,1.3336901171249822
2019,MCG,Hopi Blue,24,5,Immature,NA,0.4,0.4,0
2019,MCG,Hopi Blue,25,1,Full,12,112.1,34.9,77.19999999999999
2019,MCG,Hopi Blue,25,1,Full,12,170.4,36.5,133.9
2019,MCG,Hopi Blue,25,1,Full,14,190.9,24.5,166.4
2019,MCG,Hopi Blue,25,1,Full,14,175.9,53,122.9
2019,MCG,Hopi Blue,25,1,Full,12,119,23.1,95.9
2019,MCG,Hopi Blue,25,1,Full,12,83.1,12.9,70.19999999999999
2019,MCG,Hopi Blue,25,1,Full,14,129.4,19.4,110
2019,MCG,Hopi Blue,25,1,Partial,6,25.7,3.5,22.2
2019,MCG,Hopi Blue,25,1,Sparse,NA,9.9,9.7,0.2000000000000011
2019,MCG,Hopi Blue,25,2,Full,12,127.7,41.2,86.5
2019,MCG,Hopi Blue,25,2,Full,16,144.6,37.3,107.3
2019,MCG,Hopi Blue,25,2,Full,16,168.2,52.4,115.79999999999998
2019,MCG,Hopi Blue,25,2,Full,14,209.5,43,166.5
2019,MCG,Hopi Blue,25,2,Full,14,135.4,23.3,112.1
2019,MCG,Hopi Blue,25,2,Immature,NA,0.6,0.6,0
2019,MCG,Hopi Blue,25,2,Partial,14,88.2,23,65.2
2019,MCG,Hopi Blue,25,3,Immature,NA,0.5,0.5,0
2019,PLC,Hopi Blue,5,1,Sparse,NA,5.2,2,3.2
2019,PLC,Hopi Blue,8,1,Full,14,47.6,8.5,39.1
2019,PLC,Hopi Blue,10,1,Full,16,34.8,4.8,29.999999999999996
2019,PLC,Hopi Blue,10,1,Full,10,35.2,4.4,30.800000000000004
2019,PLC,Hopi Blue,10,1,Full,12,48.8,11.4,37.4
2019,PLC,Hopi Blue,10,1,Partial,8,16.8,2.3,14.5
2019,PLC,Hopi Blue,10,2,Immature,NA,0.3,0.3,0
2019,PLC,Hopi Blue,11,1,Full,10,43.5,5.4,38.1
2019,PLC,Hopi Blue,11,1,Immature,NA,0.6,0.6,0
2019,PLC,Hopi Blue,11,1,Partial,14,36.6,7.4,29.200000000000003
2019,PLC,Hopi Blue,11,1,Partial,14,37.9,6.3,31.6
2019,PLC,Hopi Blue,11,2,Immature,NA,0.1,0.1,0
2019,PLC,Hopi Blue,11,2,Immature,NA,1,1,0
2019,PLC,Hopi Blue,12,1,Full,12,41.7,9.1,32.6
2019,PLC,Hopi Blue,12,1,Immature,NA,0.3,0.3,0
2019,PLC,Hopi Blue,14,1,Immature,NA,0.8,0.8,0
2019,PLC,Hopi Blue,14,1,Immature,NA,0.3,0.3,0
2019,PLC,Hopi Blue,14,1,Partial,16,40.5,6.2,34.3
2019,PLC,Hopi Blue,14,1,Partial,10,32.3,8.4,23.9
2019,PLC,Hopi Blue,14,2,Immature,NA,1.3,1.3,0
2019,PLC,Hopi Blue,15,1,Immature,NA,0.9,0.9,0
2019,PLC,Hopi Blue,15,1,Immature,NA,0.5,0.5,0
2019,PLC,Hopi Blue,15,1,Sparse,NA,2.8,2.1,0.6999999999999997
2019,PLC,Hopi Blue,15,1,NA,NA,0.4,0.4,0
2019,PLC,Hopi Blue,16,1,Full,12,50.3,9.9,40.4
2019,PLC,Hopi Blue,16,1,Full,10,16.2,3.8,12.4
2019,PLC,Hopi Blue,16,1,Partial,14,25.7,3.7,22
2019,PLC,Hopi Blue,17,1,Sparse,NA,1.2,0.8,0.3999999999999999
2019,PLC,Hopi Blue,18,1,Full,12,16.8,4,12.8
2019,PLC,Hopi Blue,18,1,Immature,NA,3.3,3.3,0
2019,PLC,Hopi Blue,18,1,Immature,NA,0.7,0.7,0
2019,PLC,Hopi Blue,18,1,Partial,14,36.8,8.9,27.9
2019,PLC,Hopi Blue,18,2,Immature,NA,0.4,0.4,0
2019,PLC,Hopi Blue,19,1,Full,10,21.1,6.5,14.6
2019,PLC,Hopi Blue,19,1,Full,12,32.7,6.3185783472539905,26.381421652746013
2019,PLC,Hopi Blue,19,1,Immature,NA,0.6,0.6,0
2019,PLC,Hopi Blue,19,1,Sparse,NA,7,3.7,3.3
2019,PLC,Hopi Blue,20,1,Sparse,NA,6.9,3.4,3.5000000000000004
2019,PLC,Hopi Blue,21,1,Immature,NA,4.4,4.4,0
2019,PLC,Hopi Blue,21,1,Partial,12,61.6,19.5,42.1
2019,PLC,Hopi Blue,21,1,Partial,12,38.9,7.9,31
2019,PLC,Hopi Blue,21,1,Partial,12,54.4,18,36.4
2019,PLC,Hopi Blue,21,2,Immature,NA,0.1,0.1,0
2019,PLC,Hopi Blue,22,1,Full,14,45.7,6,39.7
2019,PLC,Hopi Blue,22,1,Full,12,51.6,11.1,40.5
2019,PLC,Hopi Blue,22,1,Immature,NA,0.6,0.6,0
2019,PLC,Hopi Blue,22,1,Sparse,NA,1.8,1.7,0.10000000000000007
2019,PLC,Hopi Blue,22,1,Sparse,NA,3.6,3.3,0.30000000000000027
2019,PLC,Hopi Blue,23,1,Full,12,37.8,7.2,30.6
2019,PLC,Hopi Blue,23,1,Full,16,50.2,8.7,41.5
2019,PLC,Hopi Blue,23,1,Immature,NA,4.4,4.4,0
2019,PLC,Hopi Blue,23,1,Partial,10,26.8,8.4,18.4
2019,PLC,Hopi Blue,23,1,Sparse,NA,4.1,2.9,1.1999999999999995
2019,PLC,Hopi Blue,24,1,Immature,NA,1.4,1.4,0
2019,PLC,Hopi Blue,24,1,Immature,NA,1.2,1.2,0
2019,PLC,Hopi Blue,25,1,Immature,NA,0.6,0.6,0
2019,PLC,Hopi Blue,25,1,Immature,NA,1.1,1.1,0
2019,PLC,Hopi Blue,25,2,Immature,NA,0.5,0.5,0
2019,POG,Hopi White,1,1,Immature,NA,2,2,0
2019,POG,Hopi White,1,1,Partial,8,13.4,6.7,6.7
2019,POG,Hopi White,2,1,Immature,NA,1.2,1.2,0
2019,POG,Hopi White,2,1,Immature,NA,0.1,0.1,0
2019,POG,Hopi White,2,1,Sparse,NA,4.8,4.4,0.39999999999999947
2019,POG,Hopi White,2,1,Sparse,10,9.2,7.3,1.8999999999999997
2019,POG,Hopi White,3,1,Full,12,93.8,36.4,57.4
2019,POG,Hopi White,3,1,Full,12,33.4,10.1,23.299999999999997
2019,POG,Hopi White,3,1,Immature,NA,7.4,7.4,0
2019,POG,Hopi White,3,1,Partial,1,46.3,17.1,29.199999999999996
2019,POG,Hopi White,3,1,Sparse,NA,4,3.5,0.5
2019,POG,Hopi White,3,2,Sparse,NA,1,0.7,0.30000000000000004
2019,POG,Hopi White,4,1,Full,10,25,8.6,16.4
2019,POG,Hopi White,4,1,Immature,NA,8.8,8.8,0
2019,POG,Hopi White,4,1,Immature,NA,1.9,1.9,0
2019,POG,Hopi White,4,1,Sparse,NA,13.2,13,0.1999999999999993
2019,POG,Hopi White,4,1,Sparse,NA,4.4,4.2,0.20000000000000015
2019,POG,Hopi White,4,2,Immature,NA,2.3,2.3,0
2019,POG,Hopi White,5,1,Immature,NA,0.4,0.4,0
2019,POG,Hopi White,5,1,Immature,NA,0.2,0.2,0
2019,POG,Hopi White,5,1,Immature,NA,0.7,0.7,0
2019,POG,Hopi White,5,2,Immature,NA,0.2,0.2,0
2019,POG,Hopi White,6,1,Immature,NA,1.8,1.8,0
2019,POG,Hopi White,6,1,Immature,NA,0.2,0.2,0
2019,POG,Hopi White,6,1,Immature,NA,0.9,0.9,0
2019,POG,Hopi White,6,1,Immature,NA,3.6,3.6,0
2019,POG,Hopi White,6,2,Immature,NA,0.4,0.4,0
2019,POG,Hopi White,7,1,Immature,NA,5.4,5.4,0
2019,POG,Hopi White,7,1,Partial,14,60.8,27.286003632431058,33.51399636756894
2019,POG,Hopi White,7,1,Partial,10,30,12.2,17.8
2019,POG,Hopi White,7,1,Sparse,NA,6.1,4.7,1.3999999999999997
2019,POG,Hopi White,7,1,Sparse,14,21.2,9.8,11.4
2019,POG,Hopi White,7,2,Immature,NA,0.4,0.4,0
2019,POG,Hopi White,7,3,Partial,12,34.9,13.9,21
2019,POG,Hopi White,8,1,Full,12,55.4,20.7,34.7
2019,POG,Hopi White,8,1,Full,14,104.3,34.2,70.1
2019,POG,Hopi White,8,1,Full,10,65.4,24.5,40.900000000000006
2019,POG,Hopi White,8,1,Full,10,51.5,14.9,36.6
2019,POG,Hopi White,8,1,Full,12,78.2,26,52.2
2019,POG,Hopi White,8,1,Immature,NA,0.1,0.1,0
2019,POG,Hopi White,8,1,Partial,10,15.2,6.6,8.6
2019,POG,Hopi White,8,1,Partial,8,52.6,25.2,27.4
2019,POG,Hopi White,8,2,Immature,NA,0.6,0.6,0
2019,POG,Hopi White,8,2,Immature,8,5.2,2.8,2.4000000000000004
2019,POG,Hopi White,9,1,Immature,NA,4.2,4.2,0
2019,POG,Hopi White,9,1,Partial,12,23.7,9.9,13.8
2019,POG,Hopi White,9,1,Partial,10,25.4,11.7,13.7
2019,POG,Hopi White,9,2,Immature,NA,0.6,0.6,0
2019,POG,Hopi White,10,1,Full,12,13.5,6.8,6.7
2019,POG,Hopi White,10,1,Immature,NA,1.8,1.8,0
2019,POG,Hopi White,10,1,Immature,NA,0.7,0.7,0
2019,POG,Hopi White,10,1,Immature,NA,5.6,5.6,0
2019,POG,Hopi White,10,1,Immature,NA,1.7,1.7,0
2019,POG,Hopi White,10,1,Sparse,1,11,6.9,4.1
2019,POG,Hopi White,11,1,Full,12,40.1,19.1,21
2019,POG,Hopi White,11,1,Full,12,38.6,12.8,25.8
2019,POG,Hopi White,11,1,Partial,10,32.6,13.8,18.8
2019,POG,Hopi White,11,1,Partial,10,29.8,18.9,10.900000000000002
2019,POG,Hopi White,11,1,Partial,8,6,2.4,3.6
2019,POG,Hopi White,11,2,Immature,NA,1.6,1.6,0
2019,POG,Hopi White,11,2,Immature,NA,0.1,0.1,0
2019,POG,Hopi White,12,1,Full,12,71.1,25.50653883926505,45.59346116073495
2019,POG,Hopi White,12,1,Full,10,21,6.6,14.4
2019,POG,Hopi White,12,1,Full,12,101.6,32.1,69.5
2019,POG,Hopi White,12,1,Full,16,93.3,34.4,58.9
2019,POG,Hopi White,12,1,Sparse,NA,2.8,1.1,1.6999999999999995
2019,POG,Hopi White,12,1,Sparse,NA,4.6,1.3,3.3
2019,POG,Hopi White,12,1,Sparse,12,19.5,10.6,8.9
2019,POG,Hopi White,12,1,Sparse,10,12.2,7.7,4.499999999999999
2019,POG,Hopi White,12,2,Immature,NA,0.7,0.7,0
2019,POG,Hopi White,13,1,Full,12,79.9,32.1,47.8
2019,POG,Hopi White,13,1,Full,12,73.3,33.8,39.5
2019,POG,Hopi White,13,1,Partial,12,39.3,19.6,19.699999999999996
2019,POG,Hopi White,13,1,Partial,8,34.1,13.7,20.4
2019,POG,Hopi White,13,1,Partial,12,44.2,17.7,26.500000000000004
2019,POG,Hopi White,13,1,Sparse,NA,6.5,2.4,4.1
2019,POG,Hopi White,13,1,Sparse,NA,2,1.8,0.19999999999999996
2019,POG,Hopi White,13,2,Full,10,55.5,20.2,35.3
2019,POG,Hopi White,13,2,Immature,NA,0.8,0.8,0
2019,POG,Hopi White,13,2,Immature,NA,0.4,0.4,0
2019,POG,Hopi White,13,2,Immature,NA,1.8,1.8,0
2019,POG,Hopi White,13,2,Sparse,NA,7.5,4.6,2.9000000000000004
2019,POG,Hopi White,13,2,Sparse,NA,4.7,2.5,2.2
2019,POG,Hopi White,14,1,Full,14,53.7,14.2,39.5
2019,POG,Hopi White,14,1,Full,12,51.8,14.6,37.2
2019,POG,Hopi White,14,1,Immature,NA,0.6,0.6,0
2019,POG,Hopi White,14,1,Immature,NA,0.1,0.1,0
2019,POG,Hopi White,14,1,Immature,NA,3.1,3.1,0
2019,POG,Hopi White,14,1,Sparse,NA,4.6,4.2,0.39999999999999947
2019,POG,Hopi White,14,1,NA,NA,4.6,2.4,2.1999999999999997
2019,POG,Hopi White,14,2,Sparse,10,16.4,7.7,8.7
2019,POG,Hopi White,15,1,Immature,NA,0.1,0.1,0
2019,POG,Hopi White,15,1,Sparse,NA,7.1,3.6,3.4999999999999996
2019,POG,Hopi White,16,1,Immature,NA,0.1,0.1,0
2019,POG,Hopi White,17,1,Immature,NA,6,6,0
2019,POG,Hopi White,17,1,Immature,NA,1.3,1.3,0
2019,POG,Hopi White,17,1,Immature,NA,2,2,0
2019,POG,Hopi White,18,1,Immature,NA,0.6,0.6,0
2019,POG,Hopi White,18,1,Immature,NA,3.5,3.5,0
2019,POG,Hopi White,18,1,Partial,12,33.6,16.2,17.400000000000002
2019,POG,Hopi White,18,1,Partial,10,31.8,15.2,16.6
2019,POG,Hopi White,19,1,Immature,NA,4.9,4.9,0
2019,POG,Hopi White,19,1,Partial,10,31.1,13.4,17.700000000000003
2019,POG,Hopi White,19,1,Partial,10,46.9,21.7,25.2
2019,POG,Hopi White,19,1,Sparse,NA,13,9.2,3.8000000000000007
2019,POG,Hopi White,20,1,Immature,NA,0.4,0.4,0
2019,POG,Hopi White,20,1,Sparse,NA,5.2,4.3,0.9000000000000004
2019,POG,Hopi White,20,1,Sparse,NA,7.3,6.4,0.8999999999999995
2019,POG,Hopi White,20,1,Sparse,NA,6.1,4.6,1.5
2020,CDG,Hopi White,3,1,Immature,NA,0.5,0.5,0
2020,CDG,Hopi White,3,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,3,1,Immature,NA,1.1,1.1,0
2020,CDG,Hopi White,3,2,Immature,NA,1.4,1.4,0
2020,CDG,Hopi White,3,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,3,3,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,3,4,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,7,1,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,7,1,Immature,NA,1,1,0
2020,CDG,Hopi White,7,1,Immature,NA,9.7,9.7,0
2020,CDG,Hopi White,7,1,Immature,NA,1.3,1.3,0
2020,CDG,Hopi White,7,1,Immature,NA,4.8,4.8,0
2020,CDG,Hopi White,7,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,7,2,Immature,NA,0.2,0.2,0
2020,CDG,Hopi White,7,2,Immature,NA,0.5,0.5,0
2020,CDG,Hopi White,8,1,Full,8,37.9,8.4,29.5
2020,CDG,Hopi White,8,1,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,8,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,8,1,Partial,10,8.6,2.4,6.199999999999999
2020,CDG,Hopi White,8,1,Partial,8,10.6,3.3,7.3
2020,CDG,Hopi White,8,1,Sparse,NA,2.6,2,0.6000000000000001
2020,CDG,Hopi White,8,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,8,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,9,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,9,1,Sparse,NA,18.6,13.5,5.100000000000001
2020,CDG,Hopi White,9,1,Sparse,NA,15.4,14,1.4000000000000004
2020,CDG,Hopi White,9,1,Sparse,NA,14.4,10.9,3.5
2020,CDG,Hopi White,10,1,Immature,NA,1.7,1.7,0
2020,CDG,Hopi White,10,1,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,10,1,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,10,1,Immature,NA,0.5,0.5,0
2020,CDG,Hopi White,10,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,10,1,Immature,NA,0.7,0.7,0
2020,CDG,Hopi White,10,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,10,2,Immature,NA,0.6,0.6,0
2020,CDG,Hopi White,10,2,Immature,NA,1,1,0
2020,CDG,Hopi White,10,3,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,12,1,Immature,NA,1.5,1.5,0
2020,CDG,Hopi White,12,1,Immature,NA,1.5,1.5,0
2020,CDG,Hopi White,12,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,12,1,Sparse,NA,0.4,0.3,0.10000000000000003
2020,CDG,Hopi White,12,1,Sparse,NA,9.5,6.2,3.3
2020,CDG,Hopi White,12,2,Immature,NA,6.1,6.1,0
2020,CDG,Hopi White,12,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,12,2,Sparse,8,7.7,2.9,4.800000000000001
2020,CDG,Hopi White,12,3,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,13,1,Immature,NA,10,10,0
2020,CDG,Hopi White,13,1,Immature,NA,5.5,5.5,0
2020,CDG,Hopi White,13,1,Partial,12,37.8,15.1,22.699999999999996
2020,CDG,Hopi White,13,1,Sparse,8,15.1,9,6.1
2020,CDG,Hopi White,13,1,Sparse,NA,2.8,2.4,0.3999999999999999
2020,CDG,Hopi White,13,1,Sparse,NA,0.4,0.3,0.10000000000000003
2020,CDG,Hopi White,13,2,Immature,NA,11,11,0
2020,CDG,Hopi White,13,2,Sparse,8,8.4,3.7,4.7
2020,CDG,Hopi White,13,2,Sparse,8,7.4,6.6,0.8000000000000007
2020,CDG,Hopi White,14,1,Immature,NA,0.4,0.4,0
2020,CDG,Hopi White,17,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,17,1,Immature,NA,1.7,1.7,0
2020,CDG,Hopi White,17,1,Immature,NA,2.3,2.3,0
2020,CDG,Hopi White,17,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,17,1,Sparse,10,9.7,6.9,2.799999999999999
2020,CDG,Hopi White,17,1,Sparse,8,15.5,9.9,5.6
2020,CDG,Hopi White,17,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,17,2,Immature,NA,3.3,3.3,0
2020,CDG,Hopi White,17,2,Immature,NA,0.9,0.9,0
2020,CDG,Hopi White,19,1,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,19,1,Immature,NA,1.9,1.9,0
2020,CDG,Hopi White,19,1,Immature,NA,0.6,0.6,0
2020,CDG,Hopi White,19,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,19,1,Immature,10,4.8,4.8,0
2020,CDG,Hopi White,19,1,Sparse,12,33.5,26.2,7.300000000000001
2020,CDG,Hopi White,19,2,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,19,2,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,19,2,Immature,NA,0.3,0.3,0
2020,CDG,Hopi White,20,1,Immature,NA,0.1,0.1,0
2020,CDG,Hopi White,20,1,Immature,NA,1.5,1.5,0
2020,CDG,Hopi White,20,1,Sparse,10,20.6,11.3,9.3
2020,CDG,Hopi White,20,1,Sparse,NA,11.4,11,0.4000000000000003
2020,CDG,Hopi White,20,1,Sparse,8,12.2,9.4,2.799999999999999
2020,CDG,Hopi White,20,2,Immature,NA,0.6,0.6,0
2020,CDG,Hopi White,21,1,Full,12,122.2,23,99.2
2020,CDG,Hopi White,21,1,Full,10,87,22.4,64.6
2020,CDG,Hopi White,21,1,Full,14,107.9,31.3,76.60000000000001
2020,CDG,Hopi White,21,1,Partial,8,7.1,1.2,5.8999999999999995
2020,CDG,Hopi White,21,1,Sparse,8,47.1,28.4,18.700000000000003
2020,CDG,Hopi White,21,1,Sparse,10,20.7,4.1,16.6
2020,CDG,Hopi White,21,2,Immature,NA,1.2,1.2,0
